id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
797575777508179682,Serviced apartment in Zürich · ★4.65 · 1 bedroom · 1 bed · 1 bath,491260554,Numa Craft,Kreis 4,Langstrasse,47.3740579,8.5298406,Entire home/apt,395,1,37,2023-06-13,9.33,4,334,37,
797663636479617672,Rental unit in Zürich · ★4.67 · 1 bedroom · 3 beds · 1 bath,491260554,Numa Craft,Kreis 4,Langstrasse,47.3740579,8.5298406,Entire home/apt,573,1,6,2023-05-19,1.71,4,295,6,
797672457202738457,Serviced apartment in Zürich · 1 bedroom · 1 bed · 1 bath,491260554,Numa Craft,Kreis 4,Langstrasse,47.3740579,8.5298406,Entire home/apt,445,1,0,,,4,327,0,
798205443246657580,Rental unit in Zürich · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,2174302,Tomas,Kreis 9,Altstetten,47.38508,8.49906,Shared room,51,2,27,2023-06-22,6.81,1,4,27,
798514260617109038,Rental unit in Zürich · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,485532230,Zengbao,Kreis 1,Rathaus,47.37643,8.54456,Entire home/apt,127,1,34,2023-06-26,6.18,1,98,34,
798583645812832406,Hotel in Zürich · 1 bedroom · 2 beds · 1 private bath,460347574,Linda,Kreis 1,Rathaus,47.36871,8.54449,Private room,326,1,2,2023-06-13,1.11,10,363,2,
798595506962633181,Hotel in Zürich · 1 bedroom · 2 beds · 1 private bath,460347574,Linda,Kreis 1,Rathaus,47.36878,8.54585,Private room,399,1,0,,,10,363,0,
798602235296904886,Hotel in Zürich · ★4.40 · 1 bedroom · 1 bed · 1 private bath,460347574,Linda,Kreis 1,Rathaus,47.36844,8.54508,Private room,247,1,5,2023-04-24,0.88,10,361,5,
798731663822021108,Rental unit in Zürich · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,10518981,Renata,Kreis 6,Oberstrass,47.37938,8.54784,Entire home/apt,242,3,8,2023-06-16,2.26,1,95,8,
799070858851723694,Rental unit in Zürich · ★4.71 · 1 bedroom · 1 bed · 1 bath,88747319,Roman,Kreis 3,Sihlfeld,47.3689051,8.4999047,Entire home/apt,98,2,14,2023-06-19,3.53,1,320,14,
799676965040111007,Rental unit in Zürich · 1 bedroom · 1 bed · 2 baths,10669181,Alessandro,Kreis 4,Langstrasse,47.377862067292455,8.526993580162525,Entire home/apt,179,2,1,2023-02-03,0.20,1,89,1,
799716377900153081,Home in Zürich · ★4.75 · 4 bedrooms · 5 beds · 1.5 baths,380825094,Alexandros,Kreis 6,Unterstrass,47.40081,8.53721,Entire home/apt,456,2,8,2023-06-21,2.50,1,130,8,
799750007761030919,Rental unit in Zürich · ★4.75 · 1 bedroom · 1 bed · 1 bath,337883617,Simona,Kreis 2,Enge,47.36112,8.52848,Entire home/apt,91,5,4,2023-05-18,0.81,1,4,4,
799912856522276280,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,9482450,Lindsay,Kreis 3,Alt-Wiedikon,47.3696692,8.5133201,Private room,76,2,2,2023-03-06,0.44,1,52,2,
800561891437522113,Rental unit in Zürich · 2 bedrooms · 3 beds · 1.5 baths,23561865,Tania,Kreis 8,Mühlebach,47.3591318,8.5570135,Entire home/apt,249,2,1,2023-02-15,0.22,55,28,1,
800719670974969387,Rental unit in Zürich · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,62452339,Sofia,Kreis 3,Sihlfeld,47.3695,8.52135,Private room,78,2,18,2023-06-13,3.40,3,45,18,
800722919427873770,Rental unit in Zürich · 1 bedroom · 1 bed · 1.5 shared baths,495186312,Tales,Kreis 11,Affoltern,47.41742,8.50727,Private room,129,3,1,2023-02-16,0.22,3,303,1,
801073491496531481,Rental unit in Zürich · ★4.73 · 1 bedroom · 1 bed · 1 bath,8235996,Yannick,Kreis 4,Werd,47.37057,8.52953,Entire home/apt,105,1,30,2023-06-25,6.57,2,36,30,
801360818468304522,Rental unit in Zürich · ★4.89 · 1 bedroom · 1 bed · 1 bath,7344907,Antoine,Kreis 3,Alt-Wiedikon,47.36666659999999,8.5119317,Entire home/apt,61,2,18,2023-05-30,3.91,1,4,18,
801712530702933073,Rental unit in Zürich · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,279210736,Benedict,Kreis 2,Enge,47.3541053,8.526301499999999,Private room,60,1,40,2023-06-28,7.79,1,76,40,
801866305812779717,Rental unit in Zürich · ★4.92 · 1 bedroom · 3 beds · 1 bath,97637352,Angela,Kreis 1,Rathaus,47.3680549,8.545272299999999,Entire home/apt,290,1,25,2023-06-26,5.51,1,322,25,
801891962420139241,Rental unit in Zürich · 2 bedrooms · 2 beds · 2 baths,21026377,Hannah,Kreis 11,Oerlikon,47.4020752,8.5507151,Entire home/apt,100,7,0,,,1,86,0,
802224120685951447,Rental unit in Zürich · 2 bedrooms · 3 beds · 2.5 baths,58176783,Céline,Kreis 6,Unterstrass,47.40151,8.54399,Entire home/apt,180,2,0,,,1,17,0,
802734260987922519,Rental unit in Zürich · 2 bedrooms · 3 beds · 1.5 baths,17818386,Alexander,Kreis 2,Enge,47.35865,8.52856,Entire home/apt,280,2,0,,,1,2,0,
802805902156427365,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,434204093,Blueground,Kreis 3,Sihlfeld,47.3712536,8.521014,Entire home/apt,250,30,0,,,79,331,0,
803437090603342713,Rental unit in Zürich · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,6777172,Georgia,Kreis 8,Mühlebach,47.3632903,8.5536387,Private room,82,4,6,2023-06-26,1.80,1,18,6,
803513210582055792,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,381297571,Joanna,Kreis 1,Lindenhof,47.36966,8.54044,Private room,430,1,0,,,1,365,0,
803673423933970692,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 2 baths,44230762,Rocco,Kreis 7,Witikon,47.35866,8.5847,Entire home/apt,87,1,3,2023-05-21,0.64,1,60,3,
804076111518272770,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,41605118,Stjepan,Kreis 3,Alt-Wiedikon,47.36077,8.51688,Entire home/apt,105,2,1,2023-05-01,0.50,1,7,1,
804206782087673553,Rental unit in Zürich · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,303096692,July,Kreis 12,Schwamendingen-Mitte,47.40649,8.56842,Entire home/apt,209,3,3,2023-06-26,2.50,3,46,3,
804397789729953911,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,175922283,Angi,Kreis 9,Altstetten,47.39274,8.48443,Entire home/apt,250,1,3,2023-06-18,1.08,1,363,3,
804809921512215706,Rental unit in Zürich · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,73331536,Kevin,Kreis 12,Schwamendingen-Mitte,47.40493,8.56118,Private room,51,1,43,2023-06-23,7.91,1,4,43,
805473485676239110,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,19349917,Andrea,Kreis 11,Seebach,47.41586,8.55293,Entire home/apt,193,3,0,,,1,0,0,
806339745139797991,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,165996977,Delia,Kreis 2,Wollishofen,47.3407965,8.5282842,Entire home/apt,83,1,0,,,1,179,0,
806507111272226841,Rental unit in Zürich · ★4.67 · 3 bedrooms · 3 beds · 1.5 baths,44175745,Guillaume,Kreis 6,Oberstrass,47.38416,8.54673,Private room,240,3,3,2023-06-11,0.88,1,0,3,
806988462303303035,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,434204093,Blueground,Kreis 2,Enge,47.3633348,8.531703300000002,Entire home/apt,301,30,0,,,79,43,0,
807062808591954968,Rental unit in Zürich · ★New · 1 bedroom · 2 beds · 1 bath,157935623,Ljubica,Kreis 4,Hard,47.37957763086779,8.518345260698283,Entire home/apt,310,2,1,2023-06-15,1,1,128,1,
807673500411077145,Rental unit in Zürich · ★4.83 · 3 bedrooms · 4 beds · 1 bath,15038541,Cher.,Kreis 4,Langstrasse,47.37462,8.52787,Entire home/apt,245,1,41,2023-06-26,8.04,8,21,41,
807687294713917562,Rental unit in Zürich · ★4.93 · 3 bedrooms · 3 beds · 2 baths,23561865,Tania,Kreis 8,Mühlebach,47.36123180000001,8.5520385,Entire home/apt,289,2,14,2023-04-26,3.04,55,0,14,
807723196730772832,Rental unit in Zürich · ★4.76 · 2 bedrooms · 2 beds · 1 bath,23561865,Tania,Kreis 10,Wipkingen,47.3881946,8.534783,Entire home/apt,188,2,29,2023-06-21,6.21,55,9,29,
808365033574156284,Rental unit in Zürich · Studio · 1 bed · 1 bath,434204093,Blueground,Kreis 3,Sihlfeld,47.3755316,8.514229799999999,Entire home/apt,109,30,0,,,79,222,0,
808369565226483782,Rental unit in Zürich · Studio · 1 bed · 1 bath,434204093,Blueground,Kreis 3,Sihlfeld,47.3712536,8.521014,Entire home/apt,134,30,0,,,79,360,0,
808769455752848865,Rental unit in Zürich · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,34512761,Gregor,Kreis 9,Altstetten,47.39126,8.48807,Private room,206,1,26,2023-06-14,5.06,2,5,26,
809294203673234754,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,23002137,Jonathan,Kreis 3,Sihlfeld,47.37044,8.52137,Entire home/apt,136,2,0,,,1,17,0,
809441668318244477,Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath,497259174,Alina,Kreis 2,Enge,47.35969,8.52525,Entire home/apt,160,2,4,2023-06-18,1.71,1,159,4,
810049224223847313,Bed and breakfast in Zürich · 1 bedroom · 1 bed · 1.5 shared baths,497386929,Katrin Und Renato,Kreis 1,Hochschulen,47.37716,8.54456,Private room,70,1,0,,,1,277,0,
810280833409217393,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,497461496,Manuel,Kreis 7,Witikon,47.3601192031622,8.581170178949833,Private room,70,1,1,2023-06-14,1,1,267,1,
810740689169989959,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,434204093,Blueground,Kreis 1,Rathaus,47.37321439999999,8.5452654,Entire home/apt,206,30,0,,,79,347,0,
810778436489156487,Rental unit in Zürich · Studio · 1 bed · 1 bath,434204093,Blueground,Kreis 3,Sihlfeld,47.3755316,8.514229799999999,Entire home/apt,109,30,0,,,79,270,0,
812041505324942078,Rental unit in Zürich · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,150950946,Rodriguez,Kreis 10,Höngg,47.40424,8.5007,Private room,45,2,23,2023-04-19,4.73,2,220,23,
812356569172133661,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,497947828,Willemien & Roberto,Kreis 6,Unterstrass,47.39151469999999,8.5377465,Private room,76,2,14,2023-06-21,3.07,1,63,14,
813360337250214922,Rental unit in Zürich · ★4.73 · 1 bedroom · 1 bed · 1 bath,371008290,Sonia,Kreis 6,Unterstrass,47.39626,8.54536,Entire home/apt,95,1,40,2023-06-26,8.28,6,175,40,
813442147012786812,Rental unit in Zürich · ★4.79 · 1 bedroom · 2 beds · 1 bath,40680733,Jérôme,Kreis 1,Rathaus,47.37024,8.54597,Entire home/apt,156,5,28,2023-06-25,7.18,1,99,28,
814394067858363522,Rental unit in Zürich · ★4.95 · 1 bedroom · 1 bed · 1 bath,16978871,Elizabeth,Kreis 4,Langstrasse,47.37887,8.52847,Entire home/apt,219,1,20,2023-06-15,4.03,1,47,20,
815363907175301624,Rental unit in Zürich · ★3.60 · 3 bedrooms · 3 beds · 1 bath,460347574,Linda,Kreis 1,Rathaus,47.37448,8.54258,Entire home/apt,571,1,5,2023-06-24,1.28,10,352,5,
816348246914256969,Rental unit in Zürich · ★4.67 · 1 bedroom · 1 bed · 1 bath,11422762,Katharina,Kreis 12,Hirzenbach,47.4046747,8.5849941,Entire home/apt,58,2,9,2023-05-29,1.91,1,0,9,
816647174110717748,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,3623859,Rob,Kreis 3,Alt-Wiedikon,47.36688,8.50791,Entire home/apt,104,2,8,2023-06-11,1.85,1,18,8,
817102607576099385,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,434204093,Blueground,Kreis 9,Altstetten,47.3907199,8.4739635,Entire home/apt,182,30,0,,,79,349,0,
817107133974991428,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,434204093,Blueground,Kreis 9,Altstetten,47.3907199,8.4739635,Entire home/apt,191,30,0,,,79,118,0,
817110156096913535,Rental unit in Zürich · Studio · 1 bed · 1 bath,434204093,Blueground,Kreis 9,Altstetten,47.3907199,8.4739635,Entire home/apt,110,30,0,,,79,330,0,
817112168140246105,Rental unit in Zürich · Studio · 1 bed · 1 bath,434204093,Blueground,Kreis 9,Altstetten,47.3907199,8.4739635,Entire home/apt,126,30,0,,,79,42,0,
817195721254209248,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,434204093,Blueground,Kreis 9,Altstetten,47.3907199,8.4739635,Entire home/apt,152,30,0,,,79,353,0,
817201768104065333,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22773934,Joshua,Kreis 4,Hard,47.37861,8.51101,Entire home/apt,125,4,2,2023-02-27,0.43,1,144,2,
817290390244943332,Rental unit in Zürich · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,90437848,Lukas,Kreis 4,Langstrasse,47.3781,8.52794,Entire home/apt,631,2,20,2023-06-09,4.58,4,312,20,
817308779843805301,Rental unit in Zürich · ★4.38 · 1 bedroom · 1 bed · 1 bath,81722077,Brigitte,Kreis 9,Albisrieden,47.3671,8.48735,Entire home/apt,85,2,13,2023-06-25,2.91,1,8,13,
817332619497088073,casa particular in Zürich · ★5.0 · 3 bedrooms · 3 beds · 2 baths,499046066,Diana,Kreis 9,Albisrieden,47.36717,8.49322,Entire home/apt,194,3,3,2023-05-18,1.70,2,271,3,
817870522818967259,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,25291258,Delta Estates,Kreis 3,Sihlfeld,47.37454,8.51672,Entire home/apt,79,7,0,,,27,142,0,
818534542045129353,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,434204093,Blueground,Kreis 3,Sihlfeld,47.3712536,8.521014,Entire home/apt,194,30,1,2023-05-31,1,79,266,1,
818945524368259963,Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 shared bath,25136087,Леонид,Kreis 2,Enge,47.36478,8.53184,Private room,40,30,0,,,1,333,0,
819459667438884176,Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath,80108218,David,Kreis 3,Alt-Wiedikon,47.36714,8.52191,Entire home/apt,119,3,5,2023-06-10,1.24,1,3,5,
819622250723826277,Rental unit in Zürich · 2 bedrooms · 4 beds · 1 bath,460347574,Linda,Kreis 1,Rathaus,47.37422,8.54314,Entire home/apt,757,1,2,2023-04-08,0.48,10,357,2,
820117476467716742,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,20264859,Laura,Kreis 5,Gewerbeschule,47.38221,8.53025,Entire home/apt,250,1,1,2023-06-14,1,1,86,1,
822200195974178752,Rental unit in Zürich · Studio · 1 bed · 1 bath,434204093,Blueground,Kreis 9,Altstetten,47.3907199,8.4739635,Entire home/apt,93,30,0,,,79,362,0,
822444579129971884,Rental unit in Zürich · ★4.75 · 1 bedroom · 2 beds · 1 bath,49430725,Anne,Kreis 9,Albisrieden,47.38028,8.49607,Entire home/apt,80,1,8,2023-06-14,1.94,1,361,8,
822449969651083387,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,4462872,Eder,Kreis 2,Wollishofen,47.34422,8.52862,Private room,124,1,1,2023-05-01,0.50,3,0,1,
822517955733474023,Rental unit in Zürich · 3 bedrooms · 3 beds · 1 bath,460347574,Linda,Kreis 1,Rathaus,47.37545,8.54401,Entire home/apt,571,1,1,2023-05-27,0.88,10,361,1,
823198358764234580,Rental unit in Zürich · ★4.65 · 1 bedroom · 1 bed · 1 bath,8235996,Yannick,Kreis 8,Mühlebach,47.35575,8.55695,Entire home/apt,108,1,17,2023-06-25,3.83,2,42,17,
824289034935505361,Rental unit in Zürich · 2 bedrooms · 2 beds · 1.5 baths,192508728,Leonie,Kreis 3,Sihlfeld,47.36876,8.52402,Entire home/apt,170,3,1,2023-06-18,1,1,9,1,
824524384191514440,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,7868467,Isabelle,Kreis 3,Alt-Wiedikon,47.36625,8.52205,Entire home/apt,170,14,0,,,1,47,0,
825134048111452183,Rental unit in Zürich · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,25405753,Alina,Kreis 6,Unterstrass,47.39797,8.53245,Private room,100,2,10,2023-06-17,2.44,1,53,10,
825397924032575462,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,3429553,Rogelio,Kreis 4,Werd,47.37113,8.5257,Entire home/apt,110,1,1,2023-06-06,1,1,0,1,
825429287352331665,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,21576566,Patrick,Kreis 7,Fluntern,47.38086,8.56028,Entire home/apt,76,90,0,,,1,196,0,
826559073027703243,Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath,28459172,Anissa,Kreis 5,Gewerbeschule,47.37993,8.53743,Private room,138,1,15,2023-06-23,12.50,1,132,15,
827268614586080000,Rental unit in Zürich · 1 bedroom · 3 beds · 1.5 baths,24506494,EMA House,Kreis 8,Seefeld,47.36109,8.550345,Entire home/apt,337,2,0,,,19,253,0,
827511797847472844,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,264988336,Dominique,Kreis 11,Oerlikon,47.41383085674997,8.546311966068249,Entire home/apt,105,3,0,,,1,134,0,
827558458176105861,Rental unit in Zürich · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,62452339,Sofia,Kreis 3,Sihlfeld,47.37083,8.52353,Private room,78,3,18,2023-06-18,4.50,3,10,18,
827773376272531501,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,267497855,Andreas,Kreis 2,Enge,47.354451309678524,8.52693859487772,Entire home/apt,150,12,0,,,1,148,0,
828153919418355293,Rental unit in Zürich · ★4.67 · 2 bedrooms · 2 beds · 1 bath,90399530,Daniella,Kreis 11,Seebach,47.4240478,8.544249899999999,Entire home/apt,309,3,3,2023-05-29,0.89,14,313,3,
828179479306496732,Rental unit in Zürich · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,122970914,Blanca,Kreis 9,Albisrieden,47.37495,8.50143,Private room,60,1,23,2023-06-27,5.35,1,239,23,
828867656680762472,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,336827675,Albergo Diffuso,Kreis 3,Alt-Wiedikon,47.36984,8.51729,Entire home/apt,200,3,0,,,8,301,0,
828966217816675501,Rental unit in Zürich · ★4.42 · 1 bedroom · 4 beds · 1 bath,460002384,Elena,Kreis 9,Albisrieden,47.3675216,8.488973200000002,Entire home/apt,137,1,43,2023-06-24,10.84,1,23,43,
829420766709616396,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,126878757,Michał,Kreis 9,Altstetten,47.3869021,8.4973171,Entire home/apt,114,1,8,2023-05-26,2.86,1,6,8,
829534037718694776,Rental unit in Zürich · ★4.75 · 1 bedroom · 1 bed · 1 bath,25291258,Delta Estates,Kreis 3,Sihlfeld,47.37541,8.51653,Entire home/apt,79,7,4,2023-05-16,1.67,27,101,4,
829708509505975193,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,501673596,Nicole,Kreis 10,Höngg,47.4133956,8.4812954,Private room,70,1,0,,,1,57,0,
829810160896451878,Rental unit in Zürich · 3 bedrooms · 3 beds · 1 bath,62452339,Sofia,Kreis 3,Sihlfeld,47.36931,8.52359,Entire home/apt,212,1,2,2023-03-19,0.56,3,178,2,
830173842208584712,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,16295677,Melanie,Kreis 9,Albisrieden,47.377729,8.4819438,Entire home/apt,115,12,3,2023-05-07,1.17,1,14,3,
830402342617740629,Condo in Zürich · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,2584800,Zeke,Kreis 4,Langstrasse,47.37582,8.51873,Private room,85,3,4,2023-06-07,1.76,1,0,4,
830929329029177055,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,420248331,Özge,Kreis 10,Wipkingen,47.38901,8.5358,Entire home/apt,66,50,0,,,1,209,0,
831003945988728940,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,47399259,Marwan,Kreis 11,Oerlikon,47.40991,8.54683,Entire home/apt,121,20,0,,,1,238,0,
831010255437719912,Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,501947842,Laura,Kreis 5,Escher Wyss,47.38936,8.52211,Entire home/apt,220,1,5,2023-06-23,2.21,1,139,5,
831146976155513561,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,22653650,Johnatan,Kreis 10,Höngg,47.4014336,8.498986799999999,Entire home/apt,100,5,1,2023-05-29,0.94,1,10,1,
831973892184663557,Rental unit in Zürich · ★4.27 · 1 bedroom · 2 beds · 1.5 baths,222814543,Haoran,Kreis 1,Rathaus,47.37627793941498,8.544560119854276,Entire home/apt,150,28,11,2023-06-19,2.84,13,21,11,
831986797711205003,Rental unit in Zürich · ★4.50 · 1 bedroom · 1 bed · 1 bath,222814543,Haoran,Kreis 1,Rathaus,47.3754,8.54347,Entire home/apt,136,1,20,2023-06-14,5.00,13,16,20,
834172569237871335,Rental unit in Zürich · 2 bedrooms · 2 beds · 1.5 baths,178679,Mr.,Kreis 2,Enge,47.35982,8.52774,Entire home/apt,130,14,0,,,1,0,0,
834537219573176393,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,420370006,Kamila,Kreis 2,Enge,47.36044,8.53146,Entire home/apt,120,1,2,2023-03-13,0.51,20,37,2,
834834824297643435,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,502766125,Sam,Kreis 11,Seebach,47.42386,8.55353,Entire home/apt,170,1,0,,,1,361,0,
834935368984865069,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,502800244,Salman,Kreis 12,Saatlen,47.41263,8.56751,Entire home/apt,97,7,1,2023-03-26,0.31,1,148,1,
835381894644421164,Rental unit in Zürich · 1 bedroom · 1 bed · 2 baths,112359308,Chris,Kreis 4,Werd,47.374279,8.5216994,Entire home/apt,100,7,0,,,1,84,0,
835477852973849104,Condo in Zürich · ★4.47 · 1 bedroom · 2 beds · 1 bath,222814543,Haoran,Kreis 1,Rathaus,47.37571,8.54362,Entire home/apt,130,1,19,2023-06-15,5.38,13,15,19,
835481714246032290,Rental unit in Zürich · ★4.86 · 1 bedroom · 1 bed · 1 bath,222814543,Haoran,Kreis 1,Hochschulen,47.37703,8.54316,Entire home/apt,130,28,14,2023-06-13,3.53,13,51,14,
835493761269933327,Rental unit in Zürich · ★4.52 · 1 bedroom · 2 beds · 1 bath,222814543,Haoran,Kreis 1,Rathaus,47.37583,8.54497,Entire home/apt,131,1,29,2023-06-24,7.37,13,12,29,
835533785705915257,Rental unit in Zürich · ★4.90 · 1 bedroom · 1 bed · 1 bath,222814543,Haoran,Kreis 1,Hochschulen,47.37686,8.54484,Entire home/apt,96,1,10,2023-06-17,2.52,13,43,10,
835538934936874480,Rental unit in Zürich · ★4.86 · 1 bedroom · 1 bed · 1 bath,222814543,Haoran,Kreis 1,Rathaus,47.37591,8.544,Entire home/apt,112,1,14,2023-06-17,3.53,13,42,14,
835555653859138780,Rental unit in Zürich · ★4.37 · 2 bedrooms · 2 beds · 1 bath,502910612,Heribel,Kreis 2,Wollishofen,47.3336452,8.5338387,Entire home/apt,181,1,19,2023-06-25,5.09,1,80,19,
835558207025579024,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,50564225,Amy,Kreis 11,Oerlikon,47.41358,8.54459,Private room,50,1,5,2023-04-27,1.47,1,48,5,
835563914603677730,Rental unit in Zürich · ★4.72 · 1 bedroom · 1 bed · 1 bath,222814543,Haoran,Kreis 1,Rathaus,47.37565,8.54365,Entire home/apt,129,1,18,2023-06-05,4.58,13,10,18,
835565712641029153,Rental unit in Zürich · ★4.67 · 1 bedroom · 1 bed · 1 bath,222814543,Haoran,Kreis 1,Hochschulen,47.37703,8.54531,Entire home/apt,152,1,18,2023-06-03,4.54,13,51,18,
835570227575019697,Rental unit in Zürich · ★4.33 · 1 bedroom · 1 bed · 1 bath,222814543,Haoran,Kreis 1,Hochschulen,47.37698,8.54394,Entire home/apt,119,1,6,2023-06-23,1.86,13,26,6,
835575086195869125,Rental unit in Zürich · ★4.43 · 1 bedroom · 1 bed · 1 bath,222814543,Haoran,Kreis 1,Rathaus,47.37539,8.54361,Entire home/apt,134,1,21,2023-06-17,5.48,13,25,21,
835625025024303651,Rental unit in Zürich · ★4.53 · 1 bedroom · 1 bed · 1 bath,222814543,Haoran,Kreis 1,Rathaus,47.37519,8.54522,Entire home/apt,140,1,17,2023-06-25,4.43,13,32,17,
837029927215369319,Rental unit in Zürich · ★4.43 · 2 bedrooms · 3 beds · 2 baths,492744369,Terence,Kreis 11,Affoltern,47.41596,8.51378,Entire home/apt,236,1,14,2023-06-18,4.42,1,329,14,
837073413261222993,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,34192304,Benjamin,Kreis 4,Langstrasse,47.37643780000001,8.526290999999999,Private room,69,1,2,2023-04-04,0.66,5,13,2,
837512124735706027,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,37023507,Lucas,Kreis 3,Sihlfeld,47.37215,8.50248,Entire home/apt,82,5,1,2023-03-20,0.29,1,31,1,
838863998124926924,Rental unit in Zürich · ★4.60 · 1 bedroom · 1 bed · 1 bath,7889927,Chloé,Kreis 3,Alt-Wiedikon,47.36913,8.51217,Entire home/apt,69,2,5,2023-06-11,1.61,2,153,5,
839220293814380007,Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath,36281578,Sam,Kreis 6,Unterstrass,47.3834969,8.542805399999999,Entire home/apt,259,1,23,2023-06-24,7.50,2,161,23,
840364585999374089,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,8408035,Laura,Kreis 4,Langstrasse,47.3759451,8.524125999999999,Entire home/apt,120,1,4,2023-06-16,1.17,1,160,4,
840506077252504427,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,417607455,Alina,Kreis 4,Langstrasse,47.37623689999999,8.5214988,Entire home/apt,100,2,5,2023-05-20,1.38,1,2,5,
841091757250001536,Hotel in Zürich · ★4.60 · Studio · 1 bed · 1 private bath,175646878,THE FLAG Zürich,Kreis 9,Altstetten,47.3873736,8.4940452,Private room,272,1,5,2023-04-30,1.56,8,325,5,
841109685194952934,Hotel in Zürich · ★5.0 · Studio · 1 bed · 1 private bath,175646878,THE FLAG Zürich,Kreis 9,Altstetten,47.3873736,8.4940452,Private room,294,1,3,2023-06-05,1.50,8,337,3,
841120502500902193,Hotel in Zürich · Studio · 1 bed · 1 private bath,175646878,THE FLAG Zürich,Kreis 9,Altstetten,47.3873736,8.4940452,Private room,332,1,0,,,8,335,0,
841182463481618980,Hotel in Zürich · Studio · 1 bed · 1 private bath,175646878,THE FLAG Zürich,Kreis 9,Altstetten,47.3873736,8.4940452,Private room,460,1,1,2023-06-07,1,8,304,1,
841240905966282565,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,486712662,Vassy,Kreis 6,Unterstrass,47.38768,8.53908,Entire home/apt,80,30,0,,,1,56,0,
