id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
29212259,Rental unit in Zürich · ★4.68 · 1 bedroom · 1 bed · 1 bath,119109136,Claudio,Kreis 9,Albisrieden,47.36698,8.49411,Entire home/apt,60,3,108,2023-06-28,1.90,1,46,33,
29232857,Rental unit in Zürich · ★4.93 · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Friesenberg,47.358791,8.49792,Entire home/apt,160,6,30,2022-02-12,0.53,10,300,0,
29247978,Rental unit in Zürich · ★4.82 · 1 bedroom · 1 bed · 1 bath,22513551,Luca,Kreis 3,Friesenberg,47.35969,8.49837,Entire home/apt,180,28,17,2020-04-30,0.33,10,0,0,
29261744,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,12608321,Mônica,Kreis 12,Hirzenbach,47.39819,8.59663,Private room,102,5,4,2019-06-14,0.07,1,89,0,
29296386,Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,170325154,Lize,Kreis 8,Weinegg,47.35321,8.56661,Private room,100,1,20,2023-06-15,0.36,2,23,11,
29350724,Rental unit in Zürich · ★4.39 · 1 bedroom · 1 bed · 1 shared bath,188291999,Bruno,Kreis 3,Alt-Wiedikon,47.3695,8.51889,Private room,51,1,153,2023-06-13,2.74,3,270,90,
29362212,Rental unit in Zürich · ★4.96 · 1 bedroom · 2 beds · 1 bath,202944853,Eluard,Kreis 5,Escher Wyss,47.38743,8.51414,Entire home/apt,284,3,26,2023-05-28,0.46,1,350,11,
29404842,Loft in Zürich · ★4.76 · 1 bedroom · 2 beds · 1 bath,13570663,Christian Robert,Kreis 8,Seefeld,47.35748,8.55412,Entire home/apt,113,4,68,2023-06-24,1.20,34,336,24,
29478826,Rental unit in Zürich · ★4.36 · 2 bedrooms · 2 beds · 1 bath,3528377,Marc,Kreis 4,Hard,47.3841,8.50817,Entire home/apt,251,2,178,2023-06-12,3.13,13,343,40,
29655342,Rental unit in Zürich · ★4.92 · Studio · 1 bed · 1 bath,100886524,David,Kreis 3,Sihlfeld,47.38015,8.50234,Entire home/apt,110,3,142,2023-06-09,2.52,1,101,47,
29692684,Rental unit in Zürich · ★4.50 · 1 bedroom · 1 bed · 1 bath,20462872,Irina,Kreis 11,Affoltern,47.42027,8.50573,Entire home/apt,100,2,10,2021-04-28,0.18,1,0,0,
29769890,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,19395155,Laurence,Kreis 2,Enge,47.36172,8.52793,Private room,9840,1,5,2019-01-09,0.09,1,364,0,
29770166,Rental unit in Zürich · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,18455156,Chiphong,Kreis 2,Wollishofen,47.338333,8.520233,Private room,40,7,71,2021-11-04,1.27,1,0,0,
29843172,Rental unit in Zürich · Studio · 1 bed · 1 private bath,18381905,Jude,Kreis 11,Seebach,47.42283,8.5475,Private room,40,30,0,,,1,365,0,
29926557,Rental unit in Zürich · ★4.67 · 1 bedroom · 1 bed · 1 bath,101179485,Vinh,Kreis 3,Alt-Wiedikon,47.3609,8.51769,Entire home/apt,100,1,33,2023-05-28,0.59,5,24,2,
29989383,Rental unit in Zürich · ★4.84 · 1 bedroom · 1 bed · 1 bath,96791954,Arno,Kreis 4,Werd,47.36995,8.52568,Entire home/apt,256,2,61,2023-06-05,1.13,5,150,6,
29990461,Rental unit in Zürich · ★4.81 · 2 bedrooms · 3 beds · 1.5 baths,96791954,Arno,Kreis 3,Sihlfeld,47.36969,8.52535,Entire home/apt,396,2,126,2023-06-19,2.28,5,157,36,
29990566,Rental unit in Zürich · ★4.82 · 1 bedroom · 1 bed · 1 bath,96791954,Arno,Kreis 3,Sihlfeld,47.36924,8.52537,Entire home/apt,268,2,11,2022-06-23,0.20,5,157,0,
29990656,Rental unit in Zürich · ★4.86 · 1 bedroom · 1 bed · 1 bath,96791954,Arno,Kreis 4,Werd,47.37072,8.52686,Entire home/apt,258,2,7,2023-01-21,0.15,5,132,2,
29990728,Rental unit in Zürich · ★4.69 · 1 bedroom · 1 bed · 1 bath,96791954,Arno,Kreis 4,Werd,47.37106,8.52595,Entire home/apt,267,2,55,2023-04-10,1.04,5,148,1,
30171704,Rental unit in Zürich · ★4.87 · Studio · 2 beds · 1 bath,13570663,Christian Robert,Kreis 8,Seefeld,47.35889,8.55289,Entire home/apt,105,4,64,2023-06-20,1.14,34,328,19,
30208059,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,100005019,Cecilia,Kreis 6,Unterstrass,47.38854,8.53976,Shared room,90,1,0,,,1,361,0,
30226235,Rental unit in Zürich · ★4.34 · 1 bedroom · 1 bed · 1 bath,3528377,Marc,Kreis 4,Hard,47.38478,8.50805,Entire home/apt,155,1,165,2023-06-12,2.98,13,353,46,
30239388,Rental unit in Zürich · ★4.58 · 1 bedroom · 2 beds · 1 bath,3528377,Marc,Kreis 4,Hard,47.3829,8.50767,Entire home/apt,151,1,83,2023-06-09,1.49,13,353,30,
30304406,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,137079901,Michelle Sara,Kreis 4,Langstrasse,47.37704,8.52338,Entire home/apt,55,30,2,2020-06-25,0.04,1,0,0,
30395219,Rental unit in Zürich · ★4.60 · Studio · 1 bed · 1 bath,101179485,Vinh,Kreis 3,Alt-Wiedikon,47.36107,8.5173,Entire home/apt,100,1,112,2023-06-13,2.05,5,70,57,
30395916,Rental unit in Zürich · ★4.49 · 1 bedroom · 1 bed · 1 shared bath,188291999,Bruno,Kreis 3,Alt-Wiedikon,47.37023,8.51696,Private room,42,1,330,2023-06-14,5.92,3,266,117,
30396361,Rental unit in Zürich · ★4.52 · Studio · 1 bed · 1 bath,101179485,Vinh,Kreis 3,Alt-Wiedikon,47.36107,8.5173,Entire home/apt,100,1,27,2023-06-19,0.49,5,146,7,
30396907,Rental unit in Zürich · ★4.75 · Studio · 1 bed · 1 bath,101179485,Vinh,Kreis 3,Alt-Wiedikon,47.36095,8.51767,Entire home/apt,100,1,184,2023-06-17,3.32,5,149,80,
30397023,Rental unit in Zürich · ★4.66 · Studio · 1 bed · 1 bath,101179485,Vinh,Kreis 3,Alt-Wiedikon,47.36088,8.51752,Entire home/apt,100,1,194,2023-06-13,3.50,5,125,58,
30415457,Townhouse in Zürich · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,10487269,Christine,Kreis 7,Hottingen,47.36642,8.56304,Private room,49,3,41,2023-02-18,0.74,4,258,13,
30440485,Rental unit in Zürich · 2 bedrooms · 2 beds · 2 baths,152504039,Fathy,Kreis 4,Hard,47.37994,8.50653,Entire home/apt,295,15,1,2019-06-14,0.02,1,363,0,
30686329,Rental unit in Zürich · 2 bedrooms · 1 bed · 1 shared bath,19367610,Charlene,Kreis 4,Langstrasse,47.37411,8.5296,Private room,110,14,0,,,3,0,0,
30710753,Rental unit in Zürich · ★5.0 · 2 bedrooms · 2 beds · 1 bath,18470654,Mathieu,Kreis 4,Hard,47.37933,8.51021,Entire home/apt,160,3,5,2022-08-28,0.09,1,0,1,
30901675,Rental unit in Zürich · 1 bedroom · 2 beds · 1.5 shared baths,8061776,Salvia,Kreis 2,Wollishofen,47.33307,8.53474,Private room,69,2,1,2018-12-29,0.02,3,0,0,
30970971,Rental unit in Zürich · ★4.71 · 1 bedroom · 1 bed · 1 bath,1033989,Edvard,Kreis 10,Wipkingen,47.39309,8.52967,Entire home/apt,108,3,7,2023-06-15,1.76,1,251,7,
31115621,Rental unit in Zürich · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,167190266,Asla,Kreis 9,Albisrieden,47.38186,8.498,Private room,60,3,28,2023-06-22,0.58,2,15,23,
31172691,Home in Zürich · ★4.66 · 1 bedroom · 1.5 shared baths,143692665,Phil,Kreis 6,Unterstrass,47.38867,8.53765,Private room,78,1,120,2023-06-28,2.29,1,345,35,
31248202,Rental unit in Zürich · ★4.97 · Studio · 1 bed · 1 bath,233790010,InVia,Kreis 9,Altstetten,47.39057,8.47366,Entire home/apt,72,3,103,2023-06-15,1.92,1,23,34,
31445961,Rental unit in Zürich · ★5.0 · 2 bedrooms · 1 bed · 2.5 shared baths,50589115,Yuan,Kreis 2,Wollishofen,47.3519206,8.5323469,Private room,105,1,4,2023-06-27,4,1,83,4,
31606785,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,10790544,Nadine,Kreis 10,Wipkingen,47.39531,8.52095,Private room,50,2,53,2023-06-15,1.07,3,6,19,
31658829,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,227286241,Lydia,Kreis 3,Alt-Wiedikon,47.36161,8.51423,Entire home/apt,120,30,1,2019-07-04,0.02,2,362,0,
31773907,Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath,43100236,Pierre,Kreis 3,Alt-Wiedikon,47.36964,8.5153,Entire home/apt,65,30,4,2022-08-19,0.08,1,0,1,
31817066,Rental unit in Zürich · ★4.96 · 1 bedroom · 2 beds · 1 shared bath,34370813,Ladina,Kreis 3,Sihlfeld,47.37383,8.51709,Private room,54,2,25,2023-06-10,0.47,2,20,2,
31917101,Rental unit in Zürich · ★5.0 · 2 bedrooms · 2 beds · 1 bath,12888535,A,Kreis 5,Gewerbeschule,47.38309,8.52927,Entire home/apt,170,5,5,2023-03-19,0.47,2,159,5,
32053770,Rental unit in Zürich · ★4.79 · 2 bedrooms · 2 beds · 1 bath,23561865,Tania,Kreis 8,Mühlebach,47.35796,8.55521,Entire home/apt,182,2,151,2023-06-26,2.85,55,12,49,
32087275,Rental unit in Zürich · ★4.67 · 1 bedroom · 1 bed · 1 bath,144152326,Ione,Kreis 8,Mühlebach,47.35694,8.5561,Entire home/apt,125,13,12,2023-02-18,0.35,1,348,2,
32097703,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,20152316,Andreas,Kreis 5,Gewerbeschule,47.38524,8.5274,Entire home/apt,83,365,0,,,1,200,0,
32295519,Rental unit in Zürich · 4 bedrooms · 5 beds · 4 baths,5148068,Daniel,Kreis 7,Hirslanden,47.35487,8.58062,Entire home/apt,499,3,2,2019-08-11,0.04,1,91,0,
32309176,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,16677503,Lilian,Kreis 10,Wipkingen,47.3874,8.53458,Private room,125,1,4,2023-06-17,1.79,1,74,4,
32379048,Home in Zürich · 1 bedroom · 1 bed · 1 shared bath,122070790,Sandra,Kreis 9,Albisrieden,47.36484,8.49215,Private room,47,4,1,2019-07-28,0.02,2,44,0,
32382441,Rental unit in Zürich · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,28281918,André,Kreis 8,Mühlebach,47.3624,8.55177,Private room,75,1,90,2023-06-10,1.69,1,259,25,
32441488,Rental unit in Zürich · ★4.86 · 1 bedroom · 1 bed · 1 bath,72547427,Kristina Jana,Kreis 4,Langstrasse,47.38039,8.53385,Entire home/apt,120,2,23,2023-01-21,0.44,1,0,3,
32488090,Condo in Zürich · 2 bedrooms · 2 beds · 2 baths,11737752,Shahana,Kreis 7,Hottingen,47.36716,8.56227,Entire home/apt,104,5,1,2023-06-03,1,1,243,1,
32523536,Rental unit in Zürich · ★4.48 · 1 bedroom · 1 bed · 1 shared bath,174690521,Michael,Kreis 3,Alt-Wiedikon,47.3669,8.5214,Private room,50,1,199,2023-06-26,4.12,3,286,90,
32585235,Rental unit in Zürich · ★3.86 · 1 bedroom · 1 private bath,244894367,Lena,Kreis 7,Witikon,47.35655,8.60086,Private room,88,1,7,2023-05-31,0.14,5,362,2,
32649111,Loft in Zürich · ★4.98 · 1 bedroom · 1 bed · 1.5 baths,33086768,Mireille,Kreis 9,Altstetten,47.38631,8.48693,Entire home/apt,679,1,54,2023-03-19,1.08,1,364,9,
32765207,Rental unit in Zürich · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,246423582,Thao,Kreis 12,Schwamendingen-Mitte,47.40223,8.56614,Entire home/apt,61,1,10,2020-09-17,0.21,1,0,0,
32825753,Rental unit in Zürich · ★4.87 · 1 bedroom · 1 bed · 1 private bath,4104800,Cristina,Kreis 11,Oerlikon,47.41226,8.55615,Private room,88,1,98,2023-06-14,1.87,2,11,45,
32826455,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,4104800,Cristina,Kreis 11,Seebach,47.41452,8.55649,Entire home/apt,142,4,8,2020-02-14,0.16,2,0,0,
32856754,Rental unit in Zürich · ★4.56 · 1 bedroom · 1 bed · 1 private bath,11210478,Patrick,Kreis 2,Enge,47.36738,8.52695,Private room,105,2,9,2019-11-16,0.17,2,0,0,
32880154,Loft in Zürich · ★4.85 · 1 bedroom · 1 bed · 2 shared baths,13365928,Maher,Kreis 2,Enge,47.36146,8.52671,Private room,49,1,53,2023-06-03,1.02,3,0,7,
32957012,Loft in Zürich · Studio · 1 bed · 1 bath,16196501,Cynthia & Mathieu,Kreis 9,Altstetten,47.38531,8.50402,Entire home/apt,130,21,0,,,1,27,0,
33059980,Home in Zürich · 2 bedrooms · 2 beds · 1 bath,3282878,Stefanie,Kreis 6,Oberstrass,47.38372,8.54568,Entire home/apt,966,1,0,,,1,0,0,
33067330,Rental unit in Zürich · ★4.14 · 1 bedroom · 1 bed · 1.5 baths,248840632,Alexander,Kreis 2,Wollishofen,47.34845,8.53307,Entire home/apt,50,25,7,2022-06-30,0.14,1,0,1,
33085569,Hotel in Zürich · ★4.69 · 1 bedroom · 1 bed · 1 private bath,249003124,Züri,Kreis 5,Escher Wyss,47.38848,8.52261,Hotel room,359,1,205,2023-06-05,4.02,2,363,82,
33148119,Rental unit in Zürich · ★4.86 · 2 bedrooms · 3 beds · 2 baths,23561865,Tania,Kreis 8,Mühlebach,47.36124,8.55203,Entire home/apt,189,2,25,2023-05-25,0.49,55,1,13,
33150798,Hotel in Zürich · ★4.69 · Studio · 1 bed · 1 private bath,97919881,Zurich Swiss Chocolate,Kreis 1,Hochschulen,47.37742,8.54365,Hotel room,610,1,428,2023-06-11,8.76,1,357,188,
33152255,Hotel in Zürich · ★4.73 · 1 bedroom · 1 bed · 1 private bath,249607672,Swiss Night,Kreis 7,Hottingen,47.37027,8.55104,Hotel room,347,1,177,2023-06-09,3.48,2,357,79,
33182216,Serviced apartment in Zürich · ★4.30 · 1 bedroom · 1 bed · 1 bath,25291258,Delta Estates,Kreis 11,Oerlikon,47.40086,8.54474,Entire home/apt,96,7,10,2021-10-23,0.26,27,0,0,
33207907,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,40667302,Peter/Engin,Kreis 3,Sihlfeld,47.37559,8.51154,Entire home/apt,200,30,0,,,14,272,0,
33284969,Rental unit in Zürich · ★4.50 · Studio · 1 bed · 1 bath,150564973,Christoph,Kreis 7,Hottingen,47.36684,8.55905,Entire home/apt,120,2,4,2023-05-31,0.08,1,12,2,
33314423,Rental unit in Zürich · ★5.0 · 2 bedrooms · 2 beds · 1 bath,12629216,Ivo & Anja,Kreis 6,Unterstrass,47.38726,8.54083,Entire home/apt,100,10,40,2022-06-17,0.81,1,0,0,
33326644,Rental unit in Zürich · ★4.0 · 1 bedroom · 1 bed · 1 bath,102198179,Jackie,Kreis 3,Sihlfeld,47.36913,8.5257,Entire home/apt,101,1,4,2021-07-24,0.12,1,0,0,
33360025,Guesthouse in Zürich · ★4.70 · 1 bedroom · 1 bath,23565345,Nikola,Kreis 3,Alt-Wiedikon,47.36269,8.50916,Entire home/apt,92,3,119,2023-06-14,2.31,1,220,40,
33360498,Villa in Zürich · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,94601949,Judy,Kreis 7,Fluntern,47.37609,8.56596,Private room,79,1,27,2023-05-27,0.59,6,74,14,
33461629,Loft in Zürich · 1 bedroom · 1 bed · 1 bath,2756864,Jennifer,Kreis 6,Unterstrass,47.384,8.54413,Entire home/apt,200,15,0,,,1,313,0,
33465322,Rental unit in Zürich · ★4.85 · 1 bedroom · 2 beds · 1 shared bath,33100002,Monika,Kreis 11,Seebach,47.41788,8.53071,Private room,56,1,14,2021-01-12,0.27,2,0,0,
33572316,Rental unit in Zürich · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,142652075,Lazhar,Kreis 11,Seebach,47.41867,8.5435,Private room,65,3,9,2023-04-23,0.18,7,359,2,
33601063,Serviced apartment in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath,32263646,Richard,Kreis 7,Hottingen,47.36721,8.55318,Entire home/apt,236,5,4,2022-10-22,0.35,1,68,4,
33740170,Rental unit in Zürich · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,142652075,Lazhar,Kreis 11,Seebach,47.41862,8.54482,Private room,55,4,9,2023-06-25,0.18,7,360,6,
33800187,Rental unit in Zürich · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,101114274,Andreas,Kreis 5,Gewerbeschule,47.38214,8.52955,Private room,79,1,227,2023-06-26,4.45,2,8,43,
33820792,Rental unit in Zürich · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,14668334,Lea,Kreis 4,Langstrasse,47.37627,8.52315,Private room,61,1,19,2023-06-04,0.62,3,0,11,
33854276,Rental unit in Zürich · ★5.0 · 2 bedrooms · 2 beds · 1 bath,16289563,Sybille,Kreis 6,Oberstrass,47.3831,8.54497,Entire home/apt,180,4,5,2022-07-26,0.10,1,3,1,
33993690,Rental unit in Zürich · ★4.89 · 4 bedrooms · 10 beds · 2 baths,62954320,Rakhal,Kreis 10,Höngg,47.40018,8.50439,Entire home/apt,229,2,56,2023-06-19,1.12,4,15,22,
34105681,Rental unit in Zurich · ★4.83 · 1 bedroom · 1 bed · 1 bath,84830246,Bandula,Kreis 5,Gewerbeschule,47.38221,8.53019,Entire home/apt,60,1,41,2020-03-14,0.81,6,0,0,
34242766,Rental unit in Zürich · ★4.85 · 1 bedroom · 1 bed · 1 bath,155289074,Rosangela,Kreis 11,Oerlikon,47.40331,8.54557,Entire home/apt,100,2,13,2021-08-01,0.27,1,0,0,
34283991,Rental unit in Zürich · ★4.90 · 1 bedroom · 1 bed · 1 bath,30287798,Tobias,Kreis 1,Rathaus,47.37455,8.54466,Entire home/apt,129,2,137,2023-06-13,2.72,1,240,46,
34300920,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,247949502,Josefine,Kreis 11,Affoltern,47.4251,8.50299,Private room,54,5,60,2023-06-17,1.22,1,20,15,
34411854,Rental unit in Zürich · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,1766335,Manuel,Kreis 5,Gewerbeschule,47.38347,8.53357,Private room,51,1,109,2023-06-14,2.16,1,0,27,
34472705,Rental unit in Zürich · ★4.97 · 1 bedroom · 1 bed · 1 private bath,144538506,Barbara,Kreis 6,Unterstrass,47.40005,8.53438,Private room,45,2,93,2023-04-07,1.84,1,35,18,
34550774,Rental unit in Zürich · ★4.96 · 1 bedroom · 1 bed · 1 bath,30650400,Martin,Kreis 9,Altstetten,47.39235,8.48471,Entire home/apt,115,2,51,2022-02-27,1.08,1,0,0,
34554342,Rental unit in Zürich · ★4.91 · 1 bedroom · 1 bed · 1 bath,213296181,Edgar Patrik,Kreis 10,Wipkingen,47.397,8.51879,Entire home/apt,104,3,53,2023-05-08,1.07,2,304,6,
34571687,Rental unit in Zürich · ★4.63 · 1 bedroom · 1.5 shared baths,19898314,Katarína,Kreis 3,Alt-Wiedikon,47.3676,8.52111,Private room,300,1,8,2019-10-05,0.16,3,364,0,
34639342,Rental unit in Zürich · ★4.88 · 1 bedroom · 1 bed · 1 private bath,212245115,Lisa,Kreis 7,Hirslanden,47.36402,8.55799,Private room,102,2,106,2023-06-14,2.12,1,46,21,
34674097,Rental unit in Zürich · ★4.17 · Studio · 1 bed · 1 bath,13570663,Christian Robert,Kreis 8,Mühlebach,47.35055,8.56207,Entire home/apt,95,6,58,2023-06-19,1.16,34,350,14,
34678447,Rental unit in Zürich · ★5.0 · 1 bedroom · 3 beds · 2 baths,69230957,Nathalie,Kreis 7,Hottingen,47.3663,8.54986,Entire home/apt,249,14,14,2020-10-11,0.28,1,0,0,
34743620,Rental unit in Zürich · ★4.82 · Studio · 1 bed · 1 bath,198265997,Mia,Kreis 5,Gewerbeschule,47.38186,8.53034,Entire home/apt,157,6,11,2023-03-03,0.22,7,164,4,
34811356,Rental unit in Zürich · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,229666454,Martina,Kreis 8,Seefeld,47.35449,8.55615,Private room,69,7,47,2022-07-28,0.96,1,0,1,
34861647,Rental unit in Zürich · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,5831221,Sadina,Kreis 8,Seefeld,47.3582,8.55263,Private room,45,3,18,2022-08-29,1.28,1,0,11,
34926273,Guest suite in Zürich · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,150946468,Zet,Kreis 7,Fluntern,47.37758,8.55617,Private room,90,3,4,2021-09-10,0.08,1,179,0,
34941952,Rental unit in Zürich · ★4.71 · 1 bedroom · 1 bed · 1 bath,220605955,Cristian,Kreis 7,Hottingen,47.3689,8.5545,Entire home/apt,118,8,48,2023-06-15,1.02,1,10,20,
34959544,Rental unit in Zürich · ★4.67 · Studio · 1 bed · 1.5 shared baths,161257332,Antonia,Kreis 2,Wollishofen,47.33853,8.53529,Private room,105,1,6,2019-09-15,0.12,1,88,0,
34995176,Serviced apartment in Zürich · ★4.71 · 1 bedroom · 1 bed · 1 bath,58818657,Book A Home AG,Kreis 6,Oberstrass,47.38168,8.54732,Entire home/apt,135,7,7,2019-11-10,0.14,39,43,0,
35019447,Rental unit in Zürich · ★4.82 · 1 bedroom · 1 bed · 1 bath,2894699,Andreas,Kreis 7,Hottingen,47.36457,8.55745,Entire home/apt,148,2,71,2023-06-25,1.47,1,228,25,
35025688,Rental unit in Zürich · ★5.0 · 3 bedrooms · 3 beds · 1 bath,263856201,Juerg & Valeria,Kreis 7,Witikon,47.36074,8.58245,Entire home/apt,260,14,38,2023-03-18,0.79,2,284,2,
35030822,Rental unit in Zürich · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,163025967,Christa,Kreis 11,Oerlikon,47.4048,8.5506,Private room,50,5,7,2020-08-28,0.15,4,34,0,
35090572,Rental unit in Zürich · ★5.0 · 1 bedroom · 2 beds · 1 bath,264246906,Cristina,Kreis 4,Hard,47.38371,8.50795,Entire home/apt,120,5,4,2019-08-18,0.08,1,0,0,
35123328,Rental unit in Zürich · ★4.98 · 1 bedroom · 1 bed · 1 bath,58057483,Karina,Kreis 1,Rathaus,47.37117,8.54558,Entire home/apt,89,3,54,2022-08-25,1.11,1,0,11,
35142524,Condo in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,163025967,Christa,Kreis 11,Oerlikon,47.40615,8.55209,Private room,60,5,11,2022-11-30,0.23,4,313,4,
35174440,Serviced apartment in Zürich · Studio · 1 bed · 1 bath,58818657,Book A Home AG,Kreis 6,Oberstrass,47.38168,8.54732,Entire home/apt,125,7,0,,,39,56,0,
35178707,Serviced apartment in Zürich · Studio · 1 bed · 1 bath,58818657,Book A Home AG,Kreis 6,Oberstrass,47.38168,8.54732,Entire home/apt,125,7,0,,,39,56,0,
35179129,Serviced apartment in Zürich · ★4.85 · Studio · 1 bed · 1 bath,58818657,Book A Home AG,Kreis 6,Unterstrass,47.38244,8.54064,Entire home/apt,125,7,13,2023-05-28,0.27,39,53,7,
35179702,Serviced apartment in Zürich · Studio · 1 bed · 1 bath,58818657,Book A Home AG,Kreis 6,Oberstrass,47.38168,8.54732,Entire home/apt,125,7,0,,,39,56,0,
35180162,Serviced apartment in Zürich · Studio · 1 bed · 1 bath,58818657,Book A Home AG,Kreis 6,Oberstrass,47.38168,8.54732,Entire home/apt,125,7,1,2019-10-30,0.02,39,56,0,
35180437,Serviced apartment in Zürich · Studio · 1 bed · 1 bath,58818657,Book A Home AG,Kreis 6,Oberstrass,47.38168,8.54732,Entire home/apt,125,7,0,,,39,56,0,
35180837,Serviced apartment in Zürich · Studio · 1 bed · 1 bath,58818657,Book A Home AG,Kreis 6,Oberstrass,47.38168,8.54732,Entire home/apt,125,7,0,,,39,56,0,
35181180,Serviced apartment in Zürich · 1 bedroom · 1 bed · 1 bath,58818657,Book A Home AG,Kreis 6,Oberstrass,47.38168,8.54732,Entire home/apt,125,7,2,2022-08-23,0.05,39,51,1,
35181676,Serviced apartment in Zürich · Studio · 1 bed · 1 bath,58818657,Book A Home AG,Kreis 6,Oberstrass,47.38168,8.54732,Entire home/apt,125,7,0,,,39,56,0,
35182110,Serviced apartment in Zürich · ★5.0 · Studio · 1 bed · 1 bath,58818657,Book A Home AG,Kreis 6,Oberstrass,47.38168,8.54732,Entire home/apt,125,7,3,2023-02-19,0.07,39,63,2,
35182675,Serviced apartment in Zürich · Studio · 1 bed · 1 bath,58818657,Book A Home AG,Kreis 6,Oberstrass,47.38168,8.54732,Entire home/apt,125,7,1,2020-01-04,0.02,39,81,0,
35183779,Serviced apartment in Zürich · Studio · 1 bed · 1 bath,58818657,Book A Home AG,Kreis 6,Oberstrass,47.38168,8.54732,Entire home/apt,125,7,0,,,39,81,0,
35184191,Serviced apartment in Zürich · ★5.0 · Studio · 1 bath,58818657,Book A Home AG,Kreis 6,Oberstrass,47.38168,8.54732,Entire home/apt,125,7,4,2020-01-03,0.08,39,79,0,
35415577,Rental unit in Zürich · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,154301820,Severin,Kreis 4,Langstrasse,47.37851,8.52838,Private room,136,1,336,2023-06-16,6.81,2,0,70,
35492554,Rental unit in Zürich · ★4.85 · 1 bedroom · 1 bed · 1 bath,25608057,Dayana,Kreis 7,Hottingen,47.37142,8.56339,Entire home/apt,118,3,115,2023-06-23,2.47,2,92,48,
35494092,Rental unit in Zürich · ★4.92 · 2 bedrooms · 4 beds · 1 bath,25608057,Dayana,Kreis 7,Hottingen,47.37197,8.56256,Entire home/apt,195,3,142,2023-06-26,3.06,2,90,59,
35512110,Rental unit in Zürich · ★4.90 · 2 bedrooms · 4 beds · 1 bath,15038541,Cher.,Kreis 4,Langstrasse,47.37409,8.52801,Entire home/apt,250,1,258,2023-06-26,5.30,8,95,95,
35527567,Rental unit in Zürich · 3 bedrooms · 1 bed · 1 bath,267272723,Clara,Kreis 9,Albisrieden,47.37232,8.493,Entire home/apt,40,60,2,2022-07-27,0.04,1,0,1,
35698993,Rental unit in Zürich · ★4.63 · Studio · 1 bed · 1 bath,198265997,Mia,Kreis 1,Rathaus,47.36786,8.54427,Entire home/apt,157,8,8,2022-12-11,0.17,7,352,5,
35777513,Serviced apartment in Zürich · ★4.77 · 1 bedroom · 2 beds · 1.5 baths,22004663,Patrick,Kreis 2,Enge,47.36275,8.53273,Private room,104,2,26,2023-06-16,0.53,3,357,7,
35831060,Rental unit in Zürich · ★4.96 · 2 bedrooms · 2 beds · 1.5 baths,475053,James,Kreis 1,Lindenhof,47.36874,8.53988,Entire home/apt,1106,1,23,2023-06-20,0.47,16,310,12,
35834410,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,475053,James,Kreis 1,Lindenhof,47.36874,8.53988,Entire home/apt,884,1,19,2023-05-20,0.39,16,337,9,
35835296,Rental unit in Zürich · ★4.97 · 1 bedroom · 1 bed · 1 bath,475053,James,Kreis 1,Lindenhof,47.36874,8.53988,Entire home/apt,606,1,39,2023-06-10,0.81,16,343,12,
35873928,Rental unit in Zürich · ★New · 1 bedroom · 1 bed · 1 shared bath,127123781,David,Kreis 4,Langstrasse,47.374577218211506,8.528930927119701,Private room,90,3,0,,,1,260,0,
