"id","name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","MunicipalityBFSNr","FactsEnglish","OffencesTotal","Residents","BurglariesPerResident","avg.price"
602551672322760960,"Zurich Luxury Residence","Kreis 3","Alt-Wiedikon",47.36023,8.52214,"Entire home/apt",1906,261,"TotalCrime",304,48865,0.00622122173334698,1564
602777194891984896,"Peaceful and Rare in the center of Zurich.Heavenly","Kreis 2","Enge",47.35569,8.52945,"Private room",150,261,"TotalCrime",251,35494,0.00707161773820927,1803
603312145820785536,"Cute privat bedroom in Zürich city","Kreis 9","Albisrieden",47.36995,8.49221,"Private room",65,261,"TotalCrime",350,55824,0.00626970478647177,1569
603366244501423488,"Mühlebach 2.5 Room 2 mins walk to market","Kreis 8","Weinegg",47.3615148,8.5601555,"Entire home/apt",209,261,"TotalCrime",107,17152,0.00623833955223881,2237
604057800222565760,"Altstetten 4 Room, 2 mins walk to market","Kreis 9","Altstetten",47.3853177,8.4938127,"Entire home/apt",214,261,"TotalCrime",350,55824,0.00626970478647177,1569
604075194370261248,"Clean Lovely Studio in Trendy Location Zürich","Kreis 4","Hard",47.37618,8.51508,"Entire home/apt",100,261,"TotalCrime",303,27765,0.010913019989195,1656
604183026129531648,"*SPACIOUS AND COSY APARTMENT IN THE HEART OF ZURICH WITH A NICE VIEW*","Kreis 6","Oberstrass",47.37932,8.54558,"Entire home/apt",204,261,"TotalCrime",221,33665,0.00656468141987227,1731
604229077653862912,"*SPACIOUS AND COSY APARTMENT IN THE HEART OF ZURICH* / *9 MIN AWAY FORM ZURICH MAIN STATION*","Kreis 6","Oberstrass",47.37976,8.54689,"Entire home/apt",204,261,"TotalCrime",221,33665,0.00656468141987227,1731
604791667764708736,"Cosy & comfy flat in green","Kreis 12","Schwamendingen-Mitte",47.40777,8.5683,"Entire home/apt",80,261,"TotalCrime",114,31402,0.00363034201643207,1254
605348026859680384,"large room in cozy apartment at beautiful Idaplatz","Kreis 3","Sihlfeld",47.37385,8.51489,"Private room",60,261,"TotalCrime",304,48865,0.00622122173334698,1564
607028504137988608,"Nice room  in ZH im House close to ETH","Kreis 11","Affoltern",47.40809,8.52573,"Private room",58,261,"TotalCrime",400,73223,0.00546276443194078,1540
607943478838147072,"Rare triplex central - alps and lake view","Kreis 6","Unterstrass",47.38441,8.54412,"Entire home/apt",381,261,"TotalCrime",221,33665,0.00656468141987227,1731
607996501116383744,"Gemütliche Wohnung mit kostenlosen Parkplatz","Kreis 11","Affoltern",47.413979,8.520715,"Entire home/apt",55,261,"TotalCrime",400,73223,0.00546276443194078,1540
609115979043696896,"Cozy & sunny room in central Zurich apartment","Kreis 4","Hard",47.38358,8.50991,"Private room",70,261,"TotalCrime",303,27765,0.010913019989195,1656
609187746656396928,"Spacious & Chic Apartment By The Opera In Seefeld","Kreis 8","Mühlebach",47.3624,8.55063,"Entire home/apt",144,261,"TotalCrime",107,17152,0.00623833955223881,2237
609436088663387648,"Lovely 1 BR Apt in Quiet and Green Neighborhood","Kreis 12","Schwamendingen-Mitte",47.40423,8.55737,"Entire home/apt",85,261,"TotalCrime",114,31402,0.00363034201643207,1254
610476869049419648,"ID443: Renovated 2-BR Apt in Downtown ZH","Kreis 3","Sihlfeld",47.37291,8.5204,"Entire home/apt",187,261,"TotalCrime",304,48865,0.00622122173334698,1564
611362528720663680,"Lovely two bedroom apartment next to the forest","Kreis 7","Witikon",47.36025,8.58016,"Entire home/apt",220,261,"TotalCrime",184,37662,0.00488556104296107,1992
611493467746031744,"In the heart of Zurich!","Kreis 4","Langstrasse",47.373943,8.531517,"Entire home/apt",130,261,"TotalCrime",303,27765,0.010913019989195,1656
611985594265099008,"Sonniges Studio über Zürich mit schöner Aussicht","Kreis 3","Friesenberg",47.35821,8.49735,"Entire home/apt",117,261,"TotalCrime",304,48865,0.00622122173334698,1564
612001841916872448,"New City view studio","Kreis 3","Friesenberg",47.35812,8.4981,"Entire home/apt",117,261,"TotalCrime",304,48865,0.00622122173334698,1564
612112032734891776,"vintage private room - shared kitchen with balcony","Kreis 9","Altstetten",47.38631,8.48864,"Private room",85,261,"TotalCrime",350,55824,0.00626970478647177,1569
612242658839153664,"Spacious Garden Apartment quite but in midst of th","Kreis 8","Weinegg",47.3598,8.55956,"Entire home/apt",185,261,"TotalCrime",107,17152,0.00623833955223881,2237
612687301161800192,"A room in a Royal Palace","Kreis 3","Sihlfeld",47.37127,8.51123,"Private room",57,261,"TotalCrime",304,48865,0.00622122173334698,1564
612810100807159936,"Attic room in a quiet top location in Zurich","Kreis 7","Hirslanden",47.363106,8.560724,"Private room",74,261,"TotalCrime",184,37662,0.00488556104296107,1992
613037843439752704,"Cozy & bright apartment in the heart of Zurich","Kreis 3","Alt-Wiedikon",47.3698,8.51877,"Entire home/apt",406,261,"TotalCrime",304,48865,0.00622122173334698,1564
613557962134314624,"Room #35 - small hotel room (4.5m2) w/ shared bath","Kreis 1","Rathaus",47.37473,8.54408,"Private room",83,261,"TotalCrime",153,5411,0.0282757346146738,2317
613749069221024896,"Zimmer/Altbauwohnung/sehr lebhafter Strasse Zürich","Kreis 5","Gewerbeschule",47.381756,8.529105,"Private room",86,261,"TotalCrime",194,15331,0.012654099536886,1801
614184104934824448,"Lovely Bijou Apartment Central Zurich","Kreis 4","Langstrasse",47.3757400512695,8.52796745300293,"Entire home/apt",290,261,"TotalCrime",303,27765,0.010913019989195,1656
614450607100152064,"Quiet family apartment w roof terracce Downtown","Kreis 3","Alt-Wiedikon",47.36383,8.51735,"Entire home/apt",350,261,"TotalCrime",304,48865,0.00622122173334698,1564
614486919328611072,"Cozy apartment in Zurich","Kreis 11","Seebach",47.42838,8.54298,"Entire home/apt",80,261,"TotalCrime",400,73223,0.00546276443194078,1540
615217512539959936,"Apart°. (quarto), aconchegante e familiar. Zürich","Kreis 12","Schwamendingen-Mitte",47.408421,8.581791,"Private room",55,261,"TotalCrime",114,31402,0.00363034201643207,1254
616336390630144512,"Centrally located bookish 3-room apartment","Kreis 7","Hottingen",47.367218,8.5523,"Entire home/apt",230,261,"TotalCrime",184,37662,0.00488556104296107,1992
616448261960083584,"Modern hotel room incl. breakfast and dinner","Kreis 9","Altstetten",47.3844,8.49327,"Private room",234,261,"TotalCrime",350,55824,0.00626970478647177,1569
616466135775693696,"3-Bett-Zimmer im Design Hotel","Kreis 9","Altstetten",47.38279,8.49199,"Private room",244,261,"TotalCrime",350,55824,0.00626970478647177,1569
616508025383516800,"Room with balcony, 15 min from central","Kreis 11","Oerlikon",47.40635,8.5566,"Private room",52,261,"TotalCrime",400,73223,0.00546276443194078,1540
617856619607244288,"Apartamento moderno con gran terraza privada","Kreis 3","Sihlfeld",47.37472,8.51508,"Entire home/apt",205,261,"TotalCrime",304,48865,0.00622122173334698,1564
617877133324898688,"City Apartment Close to Zurich Train Station","Kreis 5","Gewerbeschule",47.38262,8.53343,"Entire home/apt",85,261,"TotalCrime",194,15331,0.012654099536886,1801
618078125317139840,"Beautiful appartement in the heart of zurich","Kreis 3","Sihlfeld",47.36906,8.52149,"Entire home/apt",90,261,"TotalCrime",304,48865,0.00622122173334698,1564
618564642514696704,"Charming hotel in the old city center.2 guests","Kreis 1","Rathaus",47.37305,8.54434,"Private room",200,261,"TotalCrime",153,5411,0.0282757346146738,2317
620009155757784320,"Cozy Zurich Home with outdoor garden BBQ","Kreis 6","Unterstrass",47.39889,8.53934,"Entire home/apt",420,261,"TotalCrime",221,33665,0.00656468141987227,1731
620830750671988352,"Cozy Apart Zurich 2 Bedroom /Central","Kreis 12","Schwamendingen-Mitte",47.40596,8.5687,"Entire home/apt",216,261,"TotalCrime",114,31402,0.00363034201643207,1254
620855721492618240,"Cozy Apart - Zurich Central /ETH /Airport /Opfikon","Kreis 12","Schwamendingen-Mitte",47.40645,8.56599,"Entire home/apt",229,261,"TotalCrime",114,31402,0.00363034201643207,1254
621537847962225024,"studio in the old town from zurich","Kreis 1","Rathaus",47.37249,8.5457,"Entire home/apt",171,261,"TotalCrime",153,5411,0.0282757346146738,2317
621560195694699008,"Terraced Penthouse","Kreis 10","Höngg",47.40103,8.4895,"Entire home/apt",205,261,"TotalCrime",180,39719,0.00453183614894635,1614
623482713187455872,"1-Room Studio in the center of nightlife Zürich","Kreis 4","Langstrasse",47.37856,8.52628,"Entire home/apt",94,261,"TotalCrime",303,27765,0.010913019989195,1656
623689536400609664,"Brand new & quiet apartment with fast city access","Kreis 11","Oerlikon",47.41322,8.54556,"Entire home/apt",149,261,"TotalCrime",400,73223,0.00546276443194078,1540
625003817505777664,"Weinegg 2.5 Room w/ Storage, 10 mins to Seefeld","Kreis 7","Hottingen",47.3662404,8.5573326,"Entire home/apt",132,261,"TotalCrime",184,37662,0.00488556104296107,1992
625004066446888448,"Weinegg 2.5 Room w/ Storage, 10 mins to Seefeld","Kreis 7","Hottingen",47.3661789,8.5572384,"Entire home/apt",188,261,"TotalCrime",184,37662,0.00488556104296107,1992
625308568413006976,"PARKVIEW APARTMENT IN NATURE 10' FROM LAKE, BOTANI","Kreis 8","Weinegg",47.36107,8.55968,"Entire home/apt",225,261,"TotalCrime",107,17152,0.00623833955223881,2237
625675509638779392,"One bedroom in lovely central home","Kreis 4","Langstrasse",47.37515,8.523,"Private room",100,261,"TotalCrime",303,27765,0.010913019989195,1656
625787494656883328,"Private room in city centre","Kreis 7","Hottingen",47.36459,8.55834,"Private room",94,261,"TotalCrime",184,37662,0.00488556104296107,1992
625844490699030016,"Schöne Wohnung mit kostenlosem Parkplatz","Kreis 11","Oerlikon",47.414883,8.537175,"Entire home/apt",119,261,"TotalCrime",400,73223,0.00546276443194078,1540
625872648790464512,"Spacious and bright apartment with large balcony i","Kreis 11","Affoltern",47.42396,8.49621,"Entire home/apt",134,261,"TotalCrime",400,73223,0.00546276443194078,1540
626586046237879936,"Cozy apartment/studio with Kitchen","Kreis 11","Affoltern",47.41238,8.52723,"Entire home/apt",99,261,"TotalCrime",400,73223,0.00546276443194078,1540
627138370142628608,"Sunny 2-Bedroom Apartment with large outside space","Kreis 11","Affoltern",47.40977,8.52311,"Entire home/apt",210,261,"TotalCrime",400,73223,0.00546276443194078,1540
627439802355892992,"Loftartige zentrale Stadtwohnung mit tollem Balkon","Kreis 4","Langstrasse",47.37961,8.52607,"Entire home/apt",160,261,"TotalCrime",303,27765,0.010913019989195,1656
627469043673408640,"Cozy room in the heart of Zurich","Kreis 4","Langstrasse",47.37716,8.52954,"Private room",95,261,"TotalCrime",303,27765,0.010913019989195,1656
628082575465304192,"Spacious private room with prime acces to rooftop","Kreis 9","Albisrieden",47.37756,8.49794,"Private room",55,261,"TotalCrime",350,55824,0.00626970478647177,1569
628240494009518208,"Stylish Triplex Rooftop Apartment","Kreis 3","Alt-Wiedikon",47.364975,8.516416,"Entire home/apt",276,261,"TotalCrime",304,48865,0.00622122173334698,1564
628646324608993280,"*COSY APARTMENT IN THE HEART OF ZURICH* / *9 MIN AWAY FORM ZURICH MAIN STATION*","Kreis 6","Oberstrass",47.3809,8.54489,"Entire home/apt",191,261,"TotalCrime",221,33665,0.00656468141987227,1731
628680541563643008,"Weinegg 2.5 Room w/ Storage, 10 mins to Seefeld","Kreis 7","Hottingen",47.3661789,8.5572384,"Entire home/apt",208,261,"TotalCrime",184,37662,0.00488556104296107,1992
628732495482460288,"Luxury 1 bedroom flat in the center of Zürich","Kreis 2","Enge",47.359001,8.526709,"Entire home/apt",214,261,"TotalCrime",251,35494,0.00707161773820927,1803
629344918768916096,"Wollishofen 2.5 Room w/ W/D & Storage, nr Market","Kreis 2","Wollishofen",47.3407234,8.5183228,"Entire home/apt",222,261,"TotalCrime",251,35494,0.00707161773820927,1803
629347939659361920,"Wiedikon 3.5 Room w/ Storage & W/D, near Market","Kreis 3","Alt-Wiedikon",47.3606487,8.5205873,"Entire home/apt",263,261,"TotalCrime",304,48865,0.00622122173334698,1564
629348230450466176,"Wiedikon 3.5 Room w/ Storage & W/D, nr Market","Kreis 3","Alt-Wiedikon",47.3606487,8.5205873,"Entire home/apt",260,261,"TotalCrime",304,48865,0.00622122173334698,1564
629365486819149568,"Attraktive Wohnung für Privat und Business","Kreis 12","Hirzenbach",47.401836,8.584952,"Entire home/apt",59,261,"TotalCrime",114,31402,0.00363034201643207,1254
629562577090480512,"Penthouse apartment with Balcony","Kreis 9","Albisrieden",47.38084,8.49538,"Entire home/apt",200,261,"TotalCrime",350,55824,0.00626970478647177,1569
630736027333023872,"Central, spacious Apartment in the heart of Zurich","Kreis 7","Hottingen",47.36821,8.55173,"Entire home/apt",202,261,"TotalCrime",184,37662,0.00488556104296107,1992
630824707442429312,"Zimmer über den Dächern der Zürcher Altstadt","Kreis 1","Rathaus",47.37425,8.54317,"Private room",91,261,"TotalCrime",153,5411,0.0282757346146738,2317
631083106897781888,"Zürichberg Villa aus dem Jahre 1911","Kreis 6","Oberstrass",47.390324,8.549159,"Private room",75,261,"TotalCrime",221,33665,0.00656468141987227,1731
631729209385093376,"Unique view & perfect location in the city center","Kreis 6","Unterstrass",47.38974,8.53739,"Entire home/apt",77,261,"TotalCrime",221,33665,0.00656468141987227,1731
631735138751037696,"Bright private Flat ☆3 of 5 Rooms ☆til 23.07.22 ☆","Kreis 3","Friesenberg",47.36889,8.50406,"Entire home/apt",140,261,"TotalCrime",304,48865,0.00622122173334698,1564
631966238393796992,"Beautiful bedroom with mountain views@swiss chalet","Kreis 10","Wipkingen",47.39791,8.52392,"Private room",320,261,"TotalCrime",180,39719,0.00453183614894635,1614
632421951208096768,"Zimmer mit eigenem Bad im Grünen nahe Stadtzentrum","Kreis 2","Leimbach",47.329323,8.511402,"Private room",60,261,"TotalCrime",251,35494,0.00707161773820927,1803
633090989850178176,"Sonnige Dachwohnung direkt beim Letzigrund","Kreis 4","Hard",47.38267,8.50643,"Entire home/apt",199,261,"TotalCrime",303,27765,0.010913019989195,1656
633123082754656512,"Huge & Beautiful City Center Downtown Studio","Kreis 6","Unterstrass",47.38733,8.53745,"Entire home/apt",200,261,"TotalCrime",221,33665,0.00656468141987227,1731
633265448618351488,"Cozy room with balcony 15 min from Central","Kreis 12","Saatlen",47.40591,8.55866,"Private room",102,261,"TotalCrime",114,31402,0.00363034201643207,1254
634755771013249024,"PARK-VIEW APARTMENT WITHIN WALKING DISTANCE FROM L","Kreis 8","Weinegg",47.35961,8.5599,"Entire home/apt",252,261,"TotalCrime",107,17152,0.00623833955223881,2237
635180883508742016,"Wollishofen 4.5 Room w/ W/D & Storage, nr Market","Kreis 2","Wollishofen",47.3407234,8.5183228,"Entire home/apt",261,261,"TotalCrime",251,35494,0.00707161773820927,1803
635847582156960256,"Friendly room 5 mins walk to Zurich lake","Kreis 2","Wollishofen",47.34516,8.53065,"Private room",83,261,"TotalCrime",251,35494,0.00707161773820927,1803
635883000839073408,"Wipkingen 3.5 Room w/ Storage & W/D, near Market","Kreis 10","Wipkingen",47.3944859,8.5289132,"Entire home/apt",231,261,"TotalCrime",180,39719,0.00453183614894635,1614
635883215434899072,"Wipkingen 3.5 Room w/ Storage & W/D, near Market","Kreis 10","Wipkingen",47.3944859,8.5289132,"Entire home/apt",134,261,"TotalCrime",180,39719,0.00453183614894635,1614
636742333317829120,"Luxury city apartment with spectacular views","Kreis 1","Lindenhof",47.37162,8.54102,"Entire home/apt",517,261,"TotalCrime",153,5411,0.0282757346146738,2317
636799083266722688,"Comfortable room in Zurich","Kreis 9","Altstetten",47.39226,8.48648,"Private room",50,261,"TotalCrime",350,55824,0.00626970478647177,1569
636843093676189056,"Zentrale schöne Wohnung in Zürich","Kreis 12","Hirzenbach",47.402687,8.577282,"Entire home/apt",69,261,"TotalCrime",114,31402,0.00363034201643207,1254
639552371823475968,"4-bedroom home near the forest and city","Kreis 3","Friesenberg",47.355099,8.50785,"Entire home/apt",480,261,"TotalCrime",304,48865,0.00622122173334698,1564
640459963128505984,"Lovely 1 bedroom with patio in Zürich","Kreis 3","Sihlfeld",47.37077,8.52444,"Entire home/apt",180,261,"TotalCrime",304,48865,0.00622122173334698,1564
640569911466338432,"Lovely apartment in Zürich","Kreis 4","Hard",47.37509,8.51885,"Entire home/apt",138,261,"TotalCrime",303,27765,0.010913019989195,1656
641603523332446976,"Art Design Apartment in Zürich","Kreis 7","Hottingen",47.36652,8.5572,"Entire home/apt",279,261,"TotalCrime",184,37662,0.00488556104296107,1992
641669225606642048,"Gemütliche und sehr zentrale 2-Zimmer Wohnung","Kreis 3","Alt-Wiedikon",47.3620095885759,8.51755756884813,"Entire home/apt",110,261,"TotalCrime",304,48865,0.00622122173334698,1564
641706387948283904,"ID440: Central Downtown 2-BR Apt","Kreis 3","Sihlfeld",47.3729,8.52072,"Entire home/apt",174,261,"TotalCrime",304,48865,0.00622122173334698,1564
641867266587864576,"Lovely Apt. with kitchen & living room","Kreis 4","Langstrasse",47.37642,8.52234,"Entire home/apt",110,261,"TotalCrime",303,27765,0.010913019989195,1656
642043926530639232,"Light-flooded flat - quite yet close to the center","Kreis 7","Hottingen",47.37013,8.55558,"Entire home/apt",150,261,"TotalCrime",184,37662,0.00488556104296107,1992
642477927343023104,"Bedroom 2min walk from river
10 min by tram to HB","Kreis 5","Escher Wyss",47.3932,8.50784,"Private room",65,261,"TotalCrime",194,15331,0.012654099536886,1801
643107186638775808,"Modern Maisonette Flat By Main Railway Station","Kreis 5","Gewerbeschule",47.38264,8.53187,"Entire home/apt",180,261,"TotalCrime",194,15331,0.012654099536886,1801
643144466012486656,"Wohnung in Zürich mit Dachterrasse // Langstrasse","Kreis 4","Langstrasse",47.3790704,8.5271905,"Entire home/apt",429,261,"TotalCrime",303,27765,0.010913019989195,1656
643224956121498368,"Amazing central 3,5 room apartment with own garden","Kreis 6","Oberstrass",47.3839179,8.5498586,"Entire home/apt",120,261,"TotalCrime",221,33665,0.00656468141987227,1731
643427966557216000,"Ruhige 2,5 Zi-Whg im 13.Stock in der Stadt Zürich","Kreis 9","Albisrieden",47.37037,8.49506,"Entire home/apt",300,261,"TotalCrime",350,55824,0.00626970478647177,1569
643439835489325312,"Dihei im Chreis 5","Kreis 5","Escher Wyss",47.38914,8.52216,"Entire home/apt",135,261,"TotalCrime",194,15331,0.012654099536886,1801
644095124009325568,"Schöne helle 2-Zimmer Wohnung mit Balkon @Wiedikon","Kreis 3","Alt-Wiedikon",47.3615020608507,8.51693026721478,"Entire home/apt",220,261,"TotalCrime",304,48865,0.00622122173334698,1564
644219086784021376,"Lovely 2 bedroom in the heart of Zurich","Kreis 2","Enge",47.3647,8.53317,"Entire home/apt",200,261,"TotalCrime",251,35494,0.00707161773820927,1803
644984149803452672,"Beautiful central appartment with lovely terrace","Kreis 4","Langstrasse",47.37562,8.52077,"Entire home/apt",100,261,"TotalCrime",303,27765,0.010913019989195,1656
645396862225890176,"Terrific 3BR flat in the city center (Sky5)","Kreis 7","Hirslanden",47.36101,8.56345,"Entire home/apt",268,261,"TotalCrime",184,37662,0.00488556104296107,1992
646074657520858368,"Wipkingen 3.5 Room w/ Storage & W/D, near Market","Kreis 10","Wipkingen",47.3944859,8.5289132,"Entire home/apt",254,261,"TotalCrime",180,39719,0.00453183614894635,1614
646319913525077632,"Lakeside Home - Stylish, Central, Quiet","Kreis 8","Seefeld",47.35763,8.55173,"Entire home/apt",230,261,"TotalCrime",107,17152,0.00623833955223881,2237
646359296735453440,"1.5 room apartment in Zürichberg","Kreis 7","Fluntern",47.38078,8.56851,"Entire home/apt",85,261,"TotalCrime",184,37662,0.00488556104296107,1992
647620685779550976,"Zentral gelegene, schöne Wohnung Zürich Kreis 4/5","Kreis 5","Gewerbeschule",47.38264,8.53108,"Entire home/apt",140,261,"TotalCrime",194,15331,0.012654099536886,1801
648320424623649152,"Grosses Zimmer in der Nähe vom hippen Wiedikon","Kreis 9","Albisrieden",47.3726,8.49356,"Private room",100,261,"TotalCrime",350,55824,0.00626970478647177,1569
648371705076372224,"Cozy City Appartment with sunny balcony","Kreis 6","Unterstrass",47.38962,8.53823,"Entire home/apt",203,261,"TotalCrime",221,33665,0.00656468141987227,1731
648550883783883008,"1.5 room apartment in Zurich-City (DE-BE23)","Kreis 3","Sihlfeld",47.37434,8.51516,"Entire home/apt",77,261,"TotalCrime",304,48865,0.00622122173334698,1564
649493490927321856,"Lovely apartment with partial lake view","Kreis 2","Wollishofen",47.33533,8.53407,"Entire home/apt",132,261,"TotalCrime",251,35494,0.00707161773820927,1803
649733767650053120,"Wipkingen 3.5 Room w/ Storage & W/D, near Market","Kreis 10","Wipkingen",47.3944859,8.5289132,"Entire home/apt",240,261,"TotalCrime",180,39719,0.00453183614894635,1614
649734080341470464,"Wipkingen 2.5 Room w/ Storage & W/D, near Market","Kreis 10","Wipkingen",47.3944122,8.5290971,"Entire home/apt",214,261,"TotalCrime",180,39719,0.00453183614894635,1614
649832422953505152,"Wipkingen 3.5 Room w/ Storage & W/D, near Market","Kreis 10","Wipkingen",47.3944122,8.5290971,"Entire home/apt",226,261,"TotalCrime",180,39719,0.00453183614894635,1614
649880284283413248,"(8) Room in a Central & Cosy Apartment in Zurich","Kreis 5","Gewerbeschule",47.38411,8.53314,"Private room",120,261,"TotalCrime",194,15331,0.012654099536886,1801
650600857656979200,"Sehr zentral mitten in Zürich kreis 6","Kreis 6","Oberstrass",47.38936,8.54557,"Private room",65,261,"TotalCrime",221,33665,0.00656468141987227,1731
651120383535518208,"Bijoux at beautiful, central location","Kreis 6","Unterstrass",47.3857359,8.542671,"Entire home/apt",110,261,"TotalCrime",221,33665,0.00656468141987227,1731
651301259359743744,"Spacious and bright apartment close to Zurich lake","Kreis 8","Mühlebach",47.3637682,8.5509684,"Entire home/apt",79,261,"TotalCrime",107,17152,0.00623833955223881,2237
651429069182274176,"5min from the Lake and close to Center apartment","Kreis 2","Wollishofen",47.33928,8.5318,"Entire home/apt",200,261,"TotalCrime",251,35494,0.00707161773820927,1803
651723767873688192,"Wohnen am Helvetiaplatz EFESTO","Kreis 4","Langstrasse",47.37699,8.52371,"Entire home/apt",150,261,"TotalCrime",303,27765,0.010913019989195,1656
652808504268067328,"Zürich Rare Find with Privacy in Prime Location","Kreis 6","Oberstrass",47.39056247563,8.55245081481934,"Entire home/apt",210,261,"TotalCrime",221,33665,0.00656468141987227,1731
653242063441501440,"Helles Zimmer mit guter Tram Anbindung","Kreis 12","Schwamendingen-Mitte",47.40405,8.55748,"Private room",74,261,"TotalCrime",114,31402,0.00363034201643207,1254
653289196048895872,"Wunderschöne Wohnung an Top Lage mit Terrasse","Kreis 5","Escher Wyss",47.38737,8.5225,"Entire home/apt",280,261,"TotalCrime",194,15331,0.012654099536886,1801
653297247567470976,"Weinegg 4.5 Room w/ Storage & W/D, near Market","Kreis 7","Hirslanden",47.3638635,8.5594079,"Entire home/apt",319,261,"TotalCrime",184,37662,0.00488556104296107,1992
653297601716985472,"Fluntern 4.5 Room w/ Storage & W/D, near Market","Kreis 7","Fluntern",47.3840998,8.5564858,"Entire home/apt",363,261,"TotalCrime",184,37662,0.00488556104296107,1992
653500049074812032,"Kleines Zimmer mit grossem Vorraum und Terrasse","Kreis 5","Gewerbeschule",47.38461,8.52883,"Private room",120,261,"TotalCrime",194,15331,0.012654099536886,1801
654097074610481536,"2 Bedroom,2 Bathroom,2 Kitchen flat- Zurich Center","Kreis 1","Rathaus",47.37494,8.54477,"Entire home/apt",529,261,"TotalCrime",153,5411,0.0282757346146738,2317
654212634864472448,"Perfekte Stadtlage am Fluss","Kreis 10","Wipkingen",47.39346,8.52074,"Entire home/apt",85,261,"TotalCrime",180,39719,0.00453183614894635,1614
654318950541773952,"Appartement calme - 5min de Bellevue / 2min du lac","Kreis 8","Mühlebach",47.3620720846664,8.55126052380371,"Entire home/apt",130,261,"TotalCrime",107,17152,0.00623833955223881,2237
654343637127127552,"Gästezimmer mit Blick über den Zürichsee","Kreis 2","Wollishofen",47.33861,8.53843,"Private room",200,261,"TotalCrime",251,35494,0.00707161773820927,1803
654792868738733184,"City flat in the coolest district of Zurich","Kreis 3","Sihlfeld",47.37312,8.51492,"Private room",85,261,"TotalCrime",304,48865,0.00622122173334698,1564
654839171732045056,"grosses Zimmer mit Balkon","Kreis 3","Sihlfeld",47.36856,8.52476,"Private room",95,261,"TotalCrime",304,48865,0.00622122173334698,1564
655493833085735680,"Wohnung sehr zentral","Kreis 5","Gewerbeschule",47.38464,8.52654,"Entire home/apt",86,261,"TotalCrime",194,15331,0.012654099536886,1801
655615107901625728,"Cosy flat surrounded by nature in Zurich, Enge.","Kreis 2","Enge",47.35643,8.52766,"Entire home/apt",150,261,"TotalCrime",251,35494,0.00707161773820927,1803
656457522550739328,"Modern Apartment in the center of Zurich","Kreis 5","Escher Wyss",47.38761,8.51348,"Entire home/apt",150,261,"TotalCrime",194,15331,0.012654099536886,1801
656566836639646080,"Cuarto privado en el centro de Zurich","Kreis 10","Wipkingen",47.39325,8.52658,"Private room",65,261,"TotalCrime",180,39719,0.00453183614894635,1614
657750324365906432,"Beautiful apartment in Zurich trendy neighbourhood","Kreis 3","Sihlfeld",47.37351,8.51841,"Entire home/apt",90,261,"TotalCrime",304,48865,0.00622122173334698,1564
658004802598830464,"Central Downtown Studio with Air Conditioner (AC)","Kreis 1","Hochschulen",47.37676,8.54495,"Entire home/apt",130,261,"TotalCrime",153,5411,0.0282757346146738,2317
658287952145617920,"Zimmer in Zürich","Kreis 3","Sihlfeld",47.36602,8.52269,"Private room",65,261,"TotalCrime",304,48865,0.00622122173334698,1564
658459793628317184,"Privatzimmer in freistehendem Haus mit Garten","Kreis 7","Witikon",47.3615815,8.5782122,"Private room",109,261,"TotalCrime",184,37662,0.00488556104296107,1992
658476210253866368,"PedestrianArea close to river. All around","Kreis 1","Rathaus",47.37273,8.54296,"Entire home/apt",160,261,"TotalCrime",153,5411,0.0282757346146738,2317
658524223586428928,"Tolle Wohnung mit grandioser Aussicht","Kreis 9","Albisrieden",47.3804,8.49529,"Entire home/apt",195,261,"TotalCrime",350,55824,0.00626970478647177,1569
659207659570489344,"Private room in apartment","Kreis 10","Höngg",47.4064803,8.4894878,"Private room",55,261,"TotalCrime",180,39719,0.00453183614894635,1614
659763931685136768,"Great & spacious apartment by the opera and lake","Kreis 8","Mühlebach",47.36293,8.55023,"Entire home/apt",155,261,"TotalCrime",107,17152,0.00623833955223881,2237
659932873463583360,"Quiet 3 bedroom apartment in hip Wiedikon","Kreis 3","Alt-Wiedikon",47.3677686845743,8.51513687521219,"Entire home/apt",200,261,"TotalCrime",304,48865,0.00622122173334698,1564
659935026967826560,"Neu renovierte und möblierte Wohnung","Kreis 5","Gewerbeschule",47.3813623,8.5334636,"Entire home/apt",597,261,"TotalCrime",194,15331,0.012654099536886,1801
660034265571580928,"BEST location, shared apt for up to 4 guests ☆","Kreis 4","Hard",47.37684,8.5154,"Private room",80,261,"TotalCrime",303,27765,0.010913019989195,1656
660520878804443648,"Nice 1,5 rooms apartment in Zürich","Kreis 9","Altstetten",47.38773,8.4852,"Entire home/apt",85,261,"TotalCrime",350,55824,0.00626970478647177,1569
660605388421582976,"Habitación cómoda","Kreis 11","Affoltern",47.41761,8.50905,"Private room",95,261,"TotalCrime",400,73223,0.00546276443194078,1540
660894839421517056,"Cozy Flat in Zürich Wipkingen","Kreis 10","Wipkingen",47.3952,8.52075,"Entire home/apt",150,261,"TotalCrime",180,39719,0.00453183614894635,1614
661303123514482432,"Central location, large 1-Bedroom in Zürich City","Kreis 9","Altstetten",47.385,8.49214,"Private room",98,261,"TotalCrime",350,55824,0.00626970478647177,1569
661338236840152192,"Unterstrass 4.5 Room w/ Storage & W/D","Kreis 6","Unterstrass",47.40106,8.54121,"Entire home/apt",211,261,"TotalCrime",221,33665,0.00656468141987227,1731
